Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1200450,,18604,55 AVENUE NW,N,4220,JAMIESON PLACE,sipiwiyiniwak Ward,320000,53.49185552331518,-113.64572969601318,POINT (-113.64572969601318 53.49185552331518),100,,,RESIDENTIAL,,
1335603,,9840,169 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,321500,53.53703309101434,-113.61419999268684,POINT (-113.61419999268684 53.53703309101434),100,,,RESIDENTIAL,,
1083807,,7500,158 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,2415000,53.5066775623883,-113.59467175172642,POINT (-113.59467175172642 53.5066775623883),100,,,RESIDENTIAL,,
1260876,,15009,26 STREET NW,N,2280,FRASER,Dene Ward,134500,53.61263078260032,-113.37761544327286,POINT (-113.37761544327286 53.61263078260032),100,,,RESIDENTIAL,,
1279827,47,1651,46 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,182500,53.44449555015787,-113.40805607019388,POINT (-113.40805607019388 53.44449555015787),100,,,RESIDENTIAL,,
1078989,,8011,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,358000,53.61512332483894,-113.46612102889483,POINT (-113.46612102889483 53.61512332483894),100,,,RESIDENTIAL,,
1202928,,9218,157 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,335500,53.52839831292792,-113.59227230346345,POINT (-113.59227230346345 53.52839831292792),100,,,RESIDENTIAL,,
1131762,5,10731,79 AVENUE NW,N,5330,QUEEN ALEXANDRA,papastew Ward,164000,53.51492849816707,-113.50783871496265,POINT (-113.50783871496265 53.51492849816707),100,,,RESIDENTIAL,,
1117365,,7703,155 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,544500,53.50990889573254,-113.58854157968149,POINT (-113.58854157968149 53.50990889573254),100,,,RESIDENTIAL,,
1353770,309,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,109500,53.447659200085596,-113.50190409199921,POINT (-113.50190409199921 53.447659200085596),100,,,RESIDENTIAL,,
1052752,,4120,37 STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,312000,53.47836171784077,-113.39782286173813,POINT (-113.39782286173813 53.47836171784077),100,,,RESIDENTIAL,,
1154822,14,3221,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,209000,53.463969140466915,-113.53755902168045,POINT (-113.53755902168045 53.463969140466915),100,,,RESIDENTIAL,,
1180702,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1040906,,9333,45 AVENUE NW,N,6560,PAPASCHASE INDUSTRIAL,Karhiio Ward,3384500,53.48405891473232,-113.47009348396084,POINT (-113.47009348396084 53.48405891473232),100,,,COMMERCIAL,,
1193804,,8703,163 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,312500,53.52013115529492,-113.60234641684363,POINT (-113.60234641684363 53.52013115529492),100,,,RESIDENTIAL,,
1090281,,7816,162 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,411000,53.51113458623011,-113.6016004818944,POINT (-113.6016004818944 53.51113458623011),100,,,RESIDENTIAL,,
1282078,417,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,84000,53.44909954229303,-113.49950518146967,POINT (-113.49950518146967 53.44909954229303),100,,,RESIDENTIAL,,
1061274,,18168,96 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,179000,53.53067073274137,-113.63578507800712,POINT (-113.63578507800712 53.53067073274137),100,,,RESIDENTIAL,,
1291871,203,17119,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,114500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1312164,,3568,42 STREET NW,N,6530,MINCHAU,Sspomitapi Ward,167000,53.46633026354483,-113.40715554075486,POINT (-113.40715554075486 53.46633026354483),100,,,RESIDENTIAL,,
1296789,,9709,152 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,380000,53.53491924139417,-113.58280176172528,POINT (-113.58280176172528 53.53491924139417),100,,,RESIDENTIAL,,
1127828,,310,17 STREET SW,Y,6669,ALCES,Sspomitapi Ward,607500,53.42946511787661,-113.36795218638107,POINT (-113.36795218638107 53.42946511787661),100,,,RESIDENTIAL,,
1053263,,3618,42 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,261000,53.479038175600934,-113.39703386173738,POINT (-113.39703386173738 53.479038175600934),100,,,RESIDENTIAL,,
1039163,,10337,172 AVENUE NW,N,3030,BATURYN,tastawiyiniwak Ward,174500,53.63293908984427,-113.50158087257476,POINT (-113.50158087257476 53.63293908984427),100,,,RESIDENTIAL,,
1175579,,16421,115 STREET NW,N,3180,DUNLUCE,Anirniq Ward,173000,53.625604811329936,-113.5219637567292,POINT (-113.5219637567292 53.625604811329936),100,,,RESIDENTIAL,,
1047026,,7544,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,337000,53.61474001040438,-113.4594049944755,POINT (-113.4594049944755 53.61474001040438),100,,,RESIDENTIAL,,
1299460,,263,LAGO LINDO CRESCENT NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,335000,53.630492513819945,-113.48954959861217,POINT (-113.48954959861217 53.630492513819945),100,,,RESIDENTIAL,,
1037555,,8308,MCINTYRE ROAD NW,N,6430,MCINTYRE INDUSTRIAL,Karhiio Ward,1000,53.493801137841245,-113.44905473079419,POINT (-113.44905473079419 53.493801137841245),100,,,COMMERCIAL,,
1182500,,8901,160 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,349000,53.524483494059226,-113.5957432526446,POINT (-113.5957432526446 53.524483494059226),100,,,RESIDENTIAL,,
1181296,,7603,190 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,370000,53.51013173338872,-113.6510767837853,POINT (-113.6510767837853 53.51013173338872),100,,,RESIDENTIAL,,
1218130,,16625,83 AVENUE NW,N,4140,ELMWOOD,sipiwiyiniwak Ward,228000,53.516121186889585,-113.60915177979481,POINT (-113.60915177979481 53.516121186889585),100,,,COMMERCIAL,,
1287085,1202,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,111000,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1106657,,16033,132 AVENUE NW,N,4320,MISTATIM INDUSTRIAL,Anirniq Ward,566000,53.59115799505872,-113.59934146352698,POINT (-113.59934146352698 53.59115799505872),100,,,COMMERCIAL,,
1210202,,16006,94A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,333500,53.53093844565312,-113.59795333090966,POINT (-113.59795333090966 53.53093844565312),100,,,RESIDENTIAL,,
1242379,,16617,93A AVENUE NW,N,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,375500,53.529402259046805,-113.61102477703346,POINT (-113.61102477703346 53.529402259046805),100,,,RESIDENTIAL,,
1316066,100,10010,119 STREET NW,N,1150,OLIVER,O-day'min Ward,552000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1298827,,9431,152 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,253500,53.5309534771301,-113.58280964518741,POINT (-113.58280964518741 53.5309534771301),100,,,RESIDENTIAL,,
1239037,,16605,92A AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,348500,53.52783733580583,-113.60937946624894,POINT (-113.60937946624894 53.52783733580583),100,,,RESIDENTIAL,,
1072586,,2303,51 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,2869000,53.48648749194989,-113.37813349911934,POINT (-113.37813349911934 53.48648749194989),100,,,COMMERCIAL,,
1145788,,15636,81 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,421500,53.5159545861044,-113.5940784694078,POINT (-113.5940784694078 53.5159545861044),100,,,RESIDENTIAL,,
1206069,,15921,93 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,346000,53.528089405866574,-113.59632899420762,POINT (-113.59632899420762 53.528089405866574),100,,,RESIDENTIAL,,
1092451,,8408,45 STREET NW,N,6540,MORRIS INDUSTRIAL,Métis Ward,418000,53.52003585287881,-113.41101334683606,POINT (-113.41101334683606 53.52003585287881),100,,,COMMERCIAL,,
1101104,,1403,195 AVENUE NW,Y,2671,MARQUIS,Dene Ward,916500,53.656536550264754,-113.364464721921,POINT (-113.364464721921 53.656536550264754),100,,,COMMERCIAL,,
1238195,,16614,92A AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,363500,53.52797429061002,-113.61040512230264,POINT (-113.61040512230264 53.52797429061002),100,,,RESIDENTIAL,,
1090901,,7828,159 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,378000,53.51082462651838,-113.59731014672602,POINT (-113.59731014672602 53.51082462651838),100,,,RESIDENTIAL,,
1182401,103,10330,116 STREET NW,N,1150,OLIVER,O-day'min Ward,97000,53.54533669113939,-113.52182596053272,POINT (-113.52182596053272 53.54533669113939),100,,,RESIDENTIAL,,
1320720,,9715,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,233000,53.53506443282324,-113.59157984853925,POINT (-113.59157984853925 53.53506443282324),100,,,RESIDENTIAL,,
1162460,,8508,190 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,402000,53.518558647839434,-113.6517627674036,POINT (-113.6517627674036 53.518558647839434),100,,,RESIDENTIAL,,
1168178,,7243,180 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,174500,53.506068779246334,-113.63253922789065,POINT (-113.63253922789065 53.506068779246334),100,,,RESIDENTIAL,,
1068584,,3611,ELLERSLIE ROAD SW,Y,6668,MELTWATER,Sspomitapi Ward,733500,53.423871107393616,-113.39692453237541,POINT (-113.39692453237541 53.423871107393616),100,,,RESIDENTIAL,,
1289172,201,17107,64 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,114500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1078468,,15248,81 STREET NW,N,2410,KILKENNY,tastawiyiniwak Ward,297500,53.61518568349802,-113.46678512566568,POINT (-113.46678512566568 53.61518568349802),100,,,RESIDENTIAL,,
1168616,,7210,178 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,166000,53.506068779246334,-113.63253922789065,POINT (-113.63253922789065 53.506068779246334),100,,,RESIDENTIAL,,
1253962,,9141,155 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,305500,53.526137115721795,-113.58796910029457,POINT (-113.58796910029457 53.526137115721795),100,,,RESIDENTIAL,,
1240738,5,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,152500,53.45276524663606,-113.53139026263788,POINT (-113.53139026263788 53.45276524663606),100,,,RESIDENTIAL,,
1104934,,18360,50 STREET NW,Y,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,566500,53.64719104840068,-113.41975208524255,POINT (-113.41975208524255 53.64719104840068),100,,,RESIDENTIAL,,
1228964,16,18010,98 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,199000,53.534574653926015,-113.63256667086661,POINT (-113.63256667086661 53.534574653926015),100,,,RESIDENTIAL,,
1314582,305,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,182500,53.54094873521212,-113.53361896801161,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1354034,408,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,120000,53.447659200085596,-113.50190409199921,POINT (-113.50190409199921 53.447659200085596),100,,,RESIDENTIAL,,
1257641,,134,CENTENNIAL COURT NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,158000,53.54767180705669,-113.61051384692745,POINT (-113.61051384692745 53.54767180705669),100,,,RESIDENTIAL,,
1037894,,2404,96 STREET NW,N,6570,PARSONS INDUSTRIAL,Karhiio Ward,2164500,53.4535761132412,-113.47619809331924,POINT (-113.47619809331924 53.4535761132412),100,,,COMMERCIAL,,
1162114,,18923,86A AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,366000,53.52047150421258,-113.65025475442334,POINT (-113.65025475442334 53.52047150421258),100,,,RESIDENTIAL,,
1128081,,15105,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,368000,53.516685358244175,-113.58152891007929,POINT (-113.58152891007929 53.516685358244175),100,,,RESIDENTIAL,,
1043710,601,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,120000,53.540051481661735,-113.52261283073618,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1081108,,18408,95A AVENUE NW,Y,4240,LA PERLE,Nakota Isga Ward,307000,53.53049593280337,-113.64071502386834,POINT (-113.64071502386834 53.53049593280337),100,,,RESIDENTIAL,,
1225119,,2033,108 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,326500,53.45147560564677,-113.50437630717971,POINT (-113.50437630717971 53.45147560564677),100,,,RESIDENTIAL,,
1150077,,14003,162 AVENUE NW,N,3470,CARLTON,Anirniq Ward,176000,53.622300659785544,-113.56286041227132,POINT (-113.56286041227132 53.622300659785544),100,,,RESIDENTIAL,,
1233246,,11205,125 STREET NW,N,3240,INGLEWOOD,Anirniq Ward,270500,53.560667483978904,-113.53740594432001,POINT (-113.53740594432001 53.560667483978904),100,,,RESIDENTIAL,,
1032903,,9636,51 AVENUE NW,N,6100,CORONET INDUSTRIAL,papastew Ward,2507000,53.48868981857028,-113.47847313472379,POINT (-113.47847313472379 53.48868981857028),100,,,COMMERCIAL,,
1050491,,14536,37 STREET NW,N,2430,KIRKNESS,Dene Ward,276500,53.60913044010416,-113.39856831828381,POINT (-113.39856831828381 53.60913044010416),100,,,RESIDENTIAL,,
1313410,505,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,195000,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1087576,,12946,102 STREET NW,N,3260,LAUDERDALE,Anirniq Ward,258500,53.588902000778724,-113.49598670944154,POINT (-113.49598670944154 53.588902000778724),100,,,RESIDENTIAL,,
1169507,,16718,80 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,306500,53.51428184214213,-113.61061384380055,POINT (-113.61061384380055 53.51428184214213),100,,,RESIDENTIAL,,
1310531,,13344,97 STREET NW,N,3390,ROSSLYN,Anirniq Ward,4831000,53.59383654706987,-113.49286676804766,POINT (-113.49286676804766 53.59383654706987),100,,,COMMERCIAL,,
1206531,44,1820,56 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,169000,53.448883230908606,-113.42620358140772,POINT (-113.42620358140772 53.448883230908606),100,,,RESIDENTIAL,,
1255793,,8744,154 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,317500,53.5208943989459,-113.587312293871,POINT (-113.587312293871 53.5208943989459),100,,,RESIDENTIAL,,
1024629,,18407,66 AVENUE NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,171500,53.50027617582434,-113.6410512830344,POINT (-113.6410512830344 53.50027617582434),100,,,RESIDENTIAL,,
1067057,,103,17 STREET SW,N,6669,ALCES,Sspomitapi Ward,20500,53.43056768613051,-113.36278782868737,POINT (-113.36278782868737 53.43056768613051),100,,,FARMLAND,,
1116383,,7724,155 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,641500,53.510725099527214,-113.58934624225638,POINT (-113.58934624225638 53.510725099527214),100,,,RESIDENTIAL,,
1171594,16,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,198000,53.4628008739653,-113.5375250781339,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1150242,,15910,83 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,313000,53.51704116246653,-113.59723537215793,POINT (-113.59723537215793 53.51704116246653),100,,,RESIDENTIAL,,
1181528,,7708,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,331500,53.510820072374074,-113.64908224283525,POINT (-113.64908224283525 53.510820072374074),100,,,RESIDENTIAL,,
1170810,10,1411,MILL WOODS ROAD EAST NW,N,6140,CRAWFORD PLAINS,Sspomitapi Ward,152000,53.44271087730231,-113.40353853627343,POINT (-113.40353853627343 53.44271087730231),100,,,RESIDENTIAL,,
1042316,,,,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,5500,53.48391462034924,-113.57703133208653,POINT (-113.57703133208653 53.48391462034924),100,,,RESIDENTIAL,,
1029941,,6159,38 AVENUE NW,N,6300,HILLVIEW,Karhiio Ward,167000,53.47352139898239,-113.43126694281989,POINT (-113.43126694281989 53.47352139898239),100,,,RESIDENTIAL,,
1192269,,9107,176 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,329000,53.63820077823939,-113.48023570354368,POINT (-113.48023570354368 53.63820077823939),100,,,RESIDENTIAL,,
1041094,,12245,102 STREET NW,Y,1250,WESTWOOD,O-day'min Ward,306500,53.57807041150555,-113.49502564622185,POINT (-113.49502564622185 53.57807041150555),100,,,RESIDENTIAL,,
1049139,,3335,145 AVENUE NW,Y,2430,KIRKNESS,Dene Ward,350500,53.60744180516064,-113.39229794361476,POINT (-113.39229794361476 53.60744180516064),100,,,RESIDENTIAL,,
1290626,203,17131,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,116000,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1308766,406,2908,116A AVENUE NW,N,2660,RUNDLE HEIGHTS,Métis Ward,74500,53.56948140863039,-113.38808091818993,POINT (-113.38808091818993 53.56948140863039),100,,,RESIDENTIAL,,
1124593,13,4403,RIVERBEND ROAD NW,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,200500,53.481562086954206,-113.57882985906069,POINT (-113.57882985906069 53.481562086954206),100,,,RESIDENTIAL,,
1084961,504,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,92500,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1144062,,9927,87 AVENUE NW,N,5480,STRATHCONA,papastew Ward,316500,53.52241533041737,-113.48743044822109,POINT (-113.48743044822109 53.52241533041737),100,,,RESIDENTIAL,,
1314830,603,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,156000,53.54094873521212,-113.53361896801161,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1050061,,14521,37 STREET NW,N,2430,KIRKNESS,Dene Ward,264500,53.60831875452083,-113.39875210576128,POINT (-113.39875210576128 53.60831875452083),100,,,RESIDENTIAL,,
1212596,6,10721,116 STREET NW,N,1180,QUEEN MARY PARK,O-day'min Ward,120500,53.552203149258474,-113.52078031261819,POINT (-113.52078031261819 53.552203149258474),100,,,RESIDENTIAL,,
1327113,,9722,163 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,242000,53.53566439349107,-113.60327432643103,POINT (-113.60327432643103 53.53566439349107),100,,,RESIDENTIAL,,
1071471,,256,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,pihêsiwin Ward,4824000,53.449123701360435,-113.61737785977468,POINT (-113.61737785977468 53.449123701360435),100,,,RESIDENTIAL,,
1125327,,15005,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,357500,53.516684503345665,-113.57986127223805,POINT (-113.57986127223805 53.516684503345665),100,,,RESIDENTIAL,,
1258326,,9016,153 STREET NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,374000,53.5237011917439,-113.58555529718848,POINT (-113.58555529718848 53.5237011917439),100,,,RESIDENTIAL,,
1235191,1806,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,168000,53.52349868842615,-113.4938707529589,POINT (-113.4938707529589 53.52349868842615),100,,,RESIDENTIAL,,
1221589,,20414,107 AVENUE NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,224500,53.5518316717951,-113.67243085683972,POINT (-113.67243085683972 53.5518316717951),100,,,COMMERCIAL,,
1158708,,16107,80 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,370500,53.5134948781715,-113.60031361639093,POINT (-113.60031361639093 53.5134948781715),100,,,RESIDENTIAL,,
1141936,,7115,187A STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,404500,53.50473859957235,-113.64636644769351,POINT (-113.64636644769351 53.50473859957235),100,,,RESIDENTIAL,,
1317379,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1212851,701,11826,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,976000,53.53994990978465,-113.52629261997346,POINT (-113.52629261997346 53.53994990978465),100,,,RESIDENTIAL,,
1112242,,15101,74 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,613500,53.50700522470951,-113.58169726776315,POINT (-113.58169726776315 53.50700522470951),100,,,RESIDENTIAL,,
1262807,201,14916,26 STREET NW,N,2280,FRASER,Dene Ward,58000,53.61197346411985,-113.37948128519791,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1319854,308,10136,160 STREET NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,92500,53.54205923616651,-113.59691253943544,POINT (-113.59691253943544 53.54205923616651),100,,,RESIDENTIAL,,
1204809,12,1904,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,166000,53.45079162276295,-113.41519713427994,POINT (-113.41519713427994 53.45079162276295),100,,,RESIDENTIAL,,
1027705,60,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,156500,53.451763204171534,-113.40079628987434,POINT (-113.40079628987434 53.451763204171534),100,,,RESIDENTIAL,,
1160043,,6504,31 AVENUE NW,N,6720,TAWA,Karhiio Ward,5500,53.46258664170228,-113.43295299988064,POINT (-113.43295299988064 53.46258664170228),100,,,COMMERCIAL,,
1095116,,217,HEAGLE CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,474000,53.462197387948954,-113.59842761843127,POINT (-113.59842761843127 53.462197387948954),100,,,RESIDENTIAL,,
1291970,302,17115,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,114500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1089176,,2911,139 AVENUE NW,N,2320,HAIRSINE,Dene Ward,160500,53.60190206576207,-113.38760910168453,POINT (-113.38760910168453 53.60190206576207),100,,,RESIDENTIAL,,
1152404,,16107,84 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,329500,53.51749599604701,-113.6005964340546,POINT (-113.6005964340546 53.51749599604701),100,,,RESIDENTIAL,,
1146448,,7908,157A STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,384500,53.51316605992357,-113.59418828234266,POINT (-113.59418828234266 53.51316605992357),100,,,RESIDENTIAL,,
1328327,107,1415,LAKEWOOD ROAD WEST NW,N,6750,TIPASKAN,Karhiio Ward,82000,53.459615025790406,-113.46047676059418,POINT (-113.46047676059418 53.459615025790406),100,,,RESIDENTIAL,,
1131440,,18803,72 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,342000,53.50507678286931,-113.64870503101844,POINT (-113.64870503101844 53.50507678286931),100,,,RESIDENTIAL,,
1224583,,10807,20A AVENUE NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,337500,53.4514761277712,-113.50728555222068,POINT (-113.50728555222068 53.4514761277712),100,,,RESIDENTIAL,,
1293091,,9916,152 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,325500,53.53824722577255,-113.58377937055516,POINT (-113.58377937055516 53.53824722577255),100,,,RESIDENTIAL,,
1047760,,15236,71 STREET NW,Y,2410,KILKENNY,tastawiyiniwak Ward,337500,53.61523051663105,-113.44819939873919,POINT (-113.44819939873919 53.61523051663105),100,,,RESIDENTIAL,,
1084763,301,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,92000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1091602,,4,PATRICIA CRESCENT NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,470500,53.51069892862893,-113.60612843098224,POINT (-113.60612843098224 53.51069892862893),100,,,RESIDENTIAL,,
1048685,,7276,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,310500,53.614742557200636,-113.45303562092155,POINT (-113.45303562092155 53.614742557200636),100,,,RESIDENTIAL,,
1156512,,16003,83 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,330500,53.5165779547982,-113.59880259867218,POINT (-113.59880259867218 53.5165779547982),100,,,RESIDENTIAL,,
1313758,805,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,222500,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1260157,,9021,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,282500,53.523771114621944,-113.58457260824885,POINT (-113.58457260824885 53.523771114621944),100,,,RESIDENTIAL,,
1015908,,10447,16 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,420000,53.446081988784634,-113.49675529609527,POINT (-113.49675529609527 53.446081988784634),100,,,RESIDENTIAL,,
1246123,404,1628,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,98000,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1179548,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1039577,,5415,22 AVENUE NW,Y,6460,MEYOKUMIN,Karhiio Ward,295500,53.45263101217893,-113.42567936310742,POINT (-113.42567936310742 53.45263101217893),100,,,RESIDENTIAL,,
1294271,22,14620,26 STREET NW,N,2280,FRASER,Dene Ward,148500,53.61091518216906,-113.38007816065196,POINT (-113.38007816065196 53.61091518216906),100,,,RESIDENTIAL,,
1045095,,732,SADDLEBACK ROAD NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,251500,53.45479607423237,-113.5266530899039,POINT (-113.5266530899039 53.45479607423237),100,,,RESIDENTIAL,,
1154673,24,3221,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,214000,53.463969140466915,-113.53755902168045,POINT (-113.53755902168045 53.463969140466915),100,,,RESIDENTIAL,,
1123975,10,10032,113 STREET NW,N,1150,OLIVER,O-day'min Ward,224500,53.53987246314568,-113.5163150837986,POINT (-113.5163150837986 53.53987246314568),100,,,RESIDENTIAL,,
